destination,mode,time,region,type,Total,EJ,Non-EJ,Ratio Aggregation Area,Ratio MPO
"Open Space, all parks",Drive,45,Developing Suburbs: Maturing New England Towns,"Income status, adult",NA,7446.581,7687.006,0.969,1.048
"Open Space, all parks",Drive,45,Developing Suburbs: Maturing New England Towns,Income status,NA,7499.042,7711.271,0.972,1.047
"Open Space, all parks",Drive,45,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,7248.794,7609.531,0.953,1.116
"Open Space, all parks",Drive,60,Developing Suburbs: Maturing New England Towns,"Total population, adult",12824.587,NA,NA,NA,NA
"Open Space, all parks",Drive,60,Developing Suburbs: Maturing New England Towns,Total population,12851.947,NA,NA,NA,NA
"Open Space, all parks",Drive,60,Developing Suburbs: Maturing New England Towns,Total households,12766.32,NA,NA,NA,NA
"Open Space, all parks",Drive,60,Developing Suburbs: Maturing New England Towns,"Minority status, adult",NA,13250.96,12772.967,1.037,1.049
"Open Space, all parks",Drive,60,Developing Suburbs: Maturing New England Towns,Minority status,NA,13216.839,12800.892,1.032,1.049
"Open Space, all parks",Drive,60,Developing Suburbs: Maturing New England Towns,"Income status, adult",NA,12638.815,12847.799,0.984,1.024
"Open Space, all parks",Drive,60,Developing Suburbs: Maturing New England Towns,Income status,NA,12674.557,12873.369,0.985,1.024
"Open Space, all parks",Drive,60,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,12487.307,12776.944,0.977,1.05
"Open Space, all parks",Transit (All modes),15,Developing Suburbs: Maturing New England Towns,"Total population, adult",3.643,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),15,Developing Suburbs: Maturing New England Towns,Total population,3.635,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),15,Developing Suburbs: Maturing New England Towns,Total households,3.706,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),15,Developing Suburbs: Maturing New England Towns,"Minority status, adult",NA,3.54,3.655,0.969,1.29
"Open Space, all parks",Transit (All modes),15,Developing Suburbs: Maturing New England Towns,Minority status,NA,3.47,3.659,0.949,1.273
"Open Space, all parks",Transit (All modes),15,Developing Suburbs: Maturing New England Towns,"Income status, adult",NA,3.646,3.642,1.001,1.426
"Open Space, all parks",Transit (All modes),15,Developing Suburbs: Maturing New England Towns,Income status,NA,3.626,3.637,0.997,1.383
"Open Space, all parks",Transit (All modes),15,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,3.938,3.697,1.065,2.233
"Open Space, all parks",Transit (All modes),30,Developing Suburbs: Maturing New England Towns,"Total population, adult",16.608,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),30,Developing Suburbs: Maturing New England Towns,Total population,16.625,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),30,Developing Suburbs: Maturing New England Towns,Total households,16.772,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),30,Developing Suburbs: Maturing New England Towns,"Minority status, adult",NA,16.562,16.613,0.997,1.404
"Open Space, all parks",Transit (All modes),30,Developing Suburbs: Maturing New England Towns,Minority status,NA,16.395,16.657,0.984,1.394
"Open Space, all parks",Transit (All modes),30,Developing Suburbs: Maturing New England Towns,"Income status, adult",NA,16.223,16.656,0.974,1.462
"Open Space, all parks",Transit (All modes),30,Developing Suburbs: Maturing New England Towns,Income status,NA,16.221,16.673,0.973,1.438
"Open Space, all parks",Transit (All modes),30,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,17.47,16.745,1.043,2.324
"Open Space, all parks",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,"Total population, adult",20.89,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Total population,20.92,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Total households,21.107,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,"Minority status, adult",NA,21.044,20.871,1.008,1.556
"Open Space, all parks",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Minority status,NA,20.813,20.934,0.994,1.563
"Open Space, all parks",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,"Income status, adult",NA,20.359,20.956,0.972,1.516
"Open Space, all parks",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Income status,NA,20.513,20.969,0.978,1.523
"Open Space, all parks",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,21.91,21.076,1.04,2.396
"Open Space, all parks",Transit (All modes),60,Developing Suburbs: Maturing New England Towns,"Total population, adult",24.892,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),60,Developing Suburbs: Maturing New England Towns,Total population,24.95,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),60,Developing Suburbs: Maturing New England Towns,Total households,25.183,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),60,Developing Suburbs: Maturing New England Towns,"Minority status, adult",NA,25.45,24.824,1.025,1.624
"Open Space, all parks",Transit (All modes),60,Developing Suburbs: Maturing New England Towns,Minority status,NA,25.135,24.924,1.008,1.643
"Open Space, all parks",Transit (All modes),60,Developing Suburbs: Maturing New England Towns,"Income status, adult",NA,23.899,25.016,0.955,1.518
"Open Space, all parks",Transit (All modes),60,Developing Suburbs: Maturing New England Towns,Income status,NA,24.435,25.012,0.977,1.542
"Open Space, all parks",Transit (All modes),60,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,26.114,25.148,1.038,2.242
"Open Space, all parks",Transit (Bus and RT only),15,Developing Suburbs: Maturing New England Towns,"Total population, adult",3.643,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),15,Developing Suburbs: Maturing New England Towns,Total population,3.635,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),15,Developing Suburbs: Maturing New England Towns,Total households,3.706,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),15,Developing Suburbs: Maturing New England Towns,"Minority status, adult",NA,3.54,3.655,0.969,1.29
"Open Space, all parks",Transit (Bus and RT only),15,Developing Suburbs: Maturing New England Towns,Minority status,NA,3.47,3.659,0.949,1.273
"Open Space, all parks",Transit (Bus and RT only),15,Developing Suburbs: Maturing New England Towns,"Income status, adult",NA,3.646,3.642,1.001,1.426
"Open Space, all parks",Transit (Bus and RT only),15,Developing Suburbs: Maturing New England Towns,Income status,NA,3.626,3.637,0.997,1.383
"Open Space, all parks",Transit (Bus and RT only),15,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,3.938,3.697,1.065,2.233
"Open Space, all parks",Transit (Bus and RT only),30,Developing Suburbs: Maturing New England Towns,"Total population, adult",16.608,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),30,Developing Suburbs: Maturing New England Towns,Total population,16.625,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),30,Developing Suburbs: Maturing New England Towns,Total households,16.772,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),30,Developing Suburbs: Maturing New England Towns,"Minority status, adult",NA,16.562,16.613,0.997,1.403
"Open Space, all parks",Transit (Bus and RT only),30,Developing Suburbs: Maturing New England Towns,Minority status,NA,16.395,16.657,0.984,1.393
"Open Space, all parks",Transit (Bus and RT only),30,Developing Suburbs: Maturing New England Towns,"Income status, adult",NA,16.223,16.656,0.974,1.462
"Open Space, all parks",Transit (Bus and RT only),30,Developing Suburbs: Maturing New England Towns,Income status,NA,16.221,16.673,0.973,1.438
"Open Space, all parks",Transit (Bus and RT only),30,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,17.47,16.745,1.043,2.323
"Open Space, all parks",Transit (Bus and RT only),45,Developing Suburbs: Maturing New England Towns,"Total population, adult",20.89,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),45,Developing Suburbs: Maturing New England Towns,Total population,20.92,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),45,Developing Suburbs: Maturing New England Towns,Total households,21.107,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),45,Developing Suburbs: Maturing New England Towns,"Minority status, adult",NA,21.044,20.871,1.008,1.552
"Open Space, all parks",Transit (Bus and RT only),45,Developing Suburbs: Maturing New England Towns,Minority status,NA,20.813,20.934,0.994,1.559
"Open Space, all parks",Transit (Bus and RT only),45,Developing Suburbs: Maturing New England Towns,"Income status, adult",NA,20.359,20.956,0.972,1.515
"Open Space, all parks",Transit (Bus and RT only),45,Developing Suburbs: Maturing New England Towns,Income status,NA,20.513,20.969,0.978,1.522
"Open Space, all parks",Transit (Bus and RT only),45,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,21.91,21.076,1.04,2.397
"Open Space, all parks",Transit (Bus and RT only),60,Developing Suburbs: Maturing New England Towns,"Total population, adult",24.874,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),60,Developing Suburbs: Maturing New England Towns,Total population,24.934,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),60,Developing Suburbs: Maturing New England Towns,Total households,25.163,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),60,Developing Suburbs: Maturing New England Towns,"Minority status, adult",NA,25.445,24.805,1.026,1.62
"Open Space, all parks",Transit (Bus and RT only),60,Developing Suburbs: Maturing New England Towns,Minority status,NA,25.13,24.907,1.009,1.638
"Open Space, all parks",Transit (Bus and RT only),60,Developing Suburbs: Maturing New England Towns,"Income status, adult",NA,23.881,24.998,0.955,1.517
"Open Space, all parks",Transit (Bus and RT only),60,Developing Suburbs: Maturing New England Towns,Income status,NA,24.418,24.997,0.977,1.539
"Open Space, all parks",Transit (Bus and RT only),60,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,26.075,25.128,1.038,2.243
"Open Space, all parks",Walk,15,Developing Suburbs: Maturing New England Towns,"Total population, adult",3.643,NA,NA,NA,NA
"Open Space, all parks",Walk,15,Developing Suburbs: Maturing New England Towns,Total population,3.635,NA,NA,NA,NA
"Open Space, all parks",Walk,15,Developing Suburbs: Maturing New England Towns,Total households,3.706,NA,NA,NA,NA
"Open Space, all parks",Walk,15,Developing Suburbs: Maturing New England Towns,"Minority status, adult",NA,3.54,3.655,0.969,1.276
"Open Space, all parks",Walk,15,Developing Suburbs: Maturing New England Towns,Minority status,NA,3.47,3.659,0.949,1.261
"Open Space, all parks",Walk,15,Developing Suburbs: Maturing New England Towns,"Income status, adult",NA,3.646,3.642,1.001,1.404
"Open Space, all parks",Walk,15,Developing Suburbs: Maturing New England Towns,Income status,NA,3.626,3.637,0.997,1.363
"Open Space, all parks",Walk,15,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,3.938,3.697,1.065,2.169
"Open Space, all parks",Walk,30,Developing Suburbs: Maturing New England Towns,"Total population, adult",16.53,NA,NA,NA,NA
"Open Space, all parks",Walk,30,Developing Suburbs: Maturing New England Towns,Total population,16.546,NA,NA,NA,NA
"Open Space, all parks",Walk,30,Developing Suburbs: Maturing New England Towns,Total households,16.694,NA,NA,NA,NA
"Open Space, all parks",Walk,30,Developing Suburbs: Maturing New England Towns,"Minority status, adult",NA,16.469,16.537,0.996,1.299
"Open Space, all parks",Walk,30,Developing Suburbs: Maturing New England Towns,Minority status,NA,16.304,16.579,0.983,1.288
"Open Space, all parks",Walk,30,Developing Suburbs: Maturing New England Towns,"Income status, adult",NA,16.16,16.576,0.975,1.36
"Open Space, all parks",Walk,30,Developing Suburbs: Maturing New England Towns,Income status,NA,16.147,16.594,0.973,1.333
"Open Space, all parks",Walk,30,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,17.406,16.666,1.044,1.989
"Open Space, all parks",Walk,45,Developing Suburbs: Maturing New England Towns,"Total population, adult",40.704,NA,NA,NA,NA
"Open Space, all parks",Walk,45,Developing Suburbs: Maturing New England Towns,Total population,40.823,NA,NA,NA,NA
"Open Space, all parks",Walk,45,Developing Suburbs: Maturing New England Towns,Total households,40.9,NA,NA,NA,NA
"Open Space, all parks",Walk,45,Developing Suburbs: Maturing New England Towns,"Minority status, adult",NA,41.477,40.611,1.021,1.329
"Open Space, all parks",Walk,45,Developing Suburbs: Maturing New England Towns,Minority status,NA,41.14,40.779,1.009,1.319
"Open Space, all parks",Walk,45,Developing Suburbs: Maturing New England Towns,"Income status, adult",NA,39.194,40.893,0.958,1.356
"Open Space, all parks",Walk,45,Developing Suburbs: Maturing New England Towns,Income status,NA,39.408,40.994,0.961,1.335
"Open Space, all parks",Walk,45,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,41.366,40.882,1.012,1.906
"Open Space, all parks",Walk,60,Developing Suburbs: Maturing New England Towns,"Total population, adult",76.759,NA,NA,NA,NA
"Open Space, all parks",Walk,60,Developing Suburbs: Maturing New England Towns,Total population,77.075,NA,NA,NA,NA
"Open Space, all parks",Walk,60,Developing Suburbs: Maturing New England Towns,Total households,76.773,NA,NA,NA,NA
"Open Space, all parks",Walk,60,Developing Suburbs: Maturing New England Towns,"Minority status, adult",NA,79.634,76.411,1.042,1.335
"Open Space, all parks",Walk,60,Developing Suburbs: Maturing New England Towns,Minority status,NA,78.949,76.813,1.028,1.327
"Open Space, all parks",Walk,60,Developing Suburbs: Maturing New England Towns,"Income status, adult",NA,72.687,77.268,0.941,1.335
"Open Space, all parks",Walk,60,Developing Suburbs: Maturing New England Towns,Income status,NA,73.465,77.511,0.948,1.319
"Open Space, all parks",Walk,60,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,75.991,76.803,0.989,1.849
"Open Space, all parks",Bike,15,Inner Core: Streetcar Suburbs,"Total population, adult",117.611,NA,NA,NA,NA
"Open Space, all parks",Bike,15,Inner Core: Streetcar Suburbs,Total population,116.615,NA,NA,NA,NA
"Open Space, all parks",Bike,15,Inner Core: Streetcar Suburbs,Total households,119.805,NA,NA,NA,NA
"Open Space, all parks",Bike,15,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,123.84,115.392,1.073,1.243
"Open Space, all parks",Bike,15,Inner Core: Streetcar Suburbs,Minority status,NA,121.742,114.575,1.063,1.231
"Open Space, all parks",Bike,15,Inner Core: Streetcar Suburbs,"Income status, adult",NA,124.355,116.383,1.068,1.282
"Open Space, all parks",Bike,15,Inner Core: Streetcar Suburbs,Income status,NA,124.463,115.221,1.08,1.251
"Open Space, all parks",Bike,15,Inner Core: Streetcar Suburbs,Household vehicles,NA,133.537,117.962,1.132,1.827
"Open Space, all parks",Bike,30,Inner Core: Streetcar Suburbs,"Total population, adult",518.47,NA,NA,NA,NA
"Open Space, all parks",Bike,30,Inner Core: Streetcar Suburbs,Total population,515.527,NA,NA,NA,NA
"Open Space, all parks",Bike,30,Inner Core: Streetcar Suburbs,Total households,524.003,NA,NA,NA,NA
"Open Space, all parks",Bike,30,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,541.901,510.111,1.062,1.304
"Open Space, all parks",Bike,30,Inner Core: Streetcar Suburbs,Minority status,NA,534.866,507.822,1.053,1.294
"Open Space, all parks",Bike,30,Inner Core: Streetcar Suburbs,"Income status, adult",NA,551.142,512.508,1.075,1.301
"Open Space, all parks",Bike,30,Inner Core: Streetcar Suburbs,Income status,NA,548.441,509.669,1.076,1.277
"Open Space, all parks",Bike,30,Inner Core: Streetcar Suburbs,Household vehicles,NA,648.451,507.255,1.278,1.79
"Open Space, all parks",Bike,45,Inner Core: Streetcar Suburbs,"Total population, adult",1208.718,NA,NA,NA,NA
"Open Space, all parks",Bike,45,Inner Core: Streetcar Suburbs,Total population,1204.235,NA,NA,NA,NA
"Open Space, all parks",Bike,45,Inner Core: Streetcar Suburbs,Total households,1220.205,NA,NA,NA,NA
"Open Space, all parks",Bike,45,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,1253.818,1192.633,1.051,1.303
"Open Space, all parks",Bike,45,Inner Core: Streetcar Suburbs,Minority status,NA,1240.943,1189.614,1.043,1.295
"Open Space, all parks",Bike,45,Inner Core: Streetcar Suburbs,"Income status, adult",NA,1242.262,1202.607,1.033,1.274
"Open Space, all parks",Bike,45,Inner Core: Streetcar Suburbs,Income status,NA,1236.252,1198.546,1.031,1.256
"Open Space, all parks",Bike,45,Inner Core: Streetcar Suburbs,Household vehicles,NA,1474.965,1185.923,1.244,1.715
"Open Space, all parks",Bike,60,Inner Core: Streetcar Suburbs,"Total population, adult",2113.573,NA,NA,NA,NA
"Open Space, all parks",Bike,60,Inner Core: Streetcar Suburbs,Total population,2108.984,NA,NA,NA,NA
"Open Space, all parks",Bike,60,Inner Core: Streetcar Suburbs,Total households,2122.757,NA,NA,NA,NA
"Open Space, all parks",Bike,60,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,2173.224,2092.303,1.039,1.283
"Open Space, all parks",Bike,60,Inner Core: Streetcar Suburbs,Minority status,NA,2159.751,2088.767,1.034,1.278
"Open Space, all parks",Bike,60,Inner Core: Streetcar Suburbs,"Income status, adult",NA,2131.454,2110.332,1.01,1.234
"Open Space, all parks",Bike,60,Inner Core: Streetcar Suburbs,Income status,NA,2122.947,2106.521,1.008,1.221
"Open Space, all parks",Bike,60,Inner Core: Streetcar Suburbs,Household vehicles,NA,2400.026,2085.457,1.151,1.597
"Open Space, all parks",Drive,15,Inner Core: Streetcar Suburbs,"Total population, adult",2384.041,NA,NA,NA,NA
"Open Space, all parks",Drive,15,Inner Core: Streetcar Suburbs,Total population,2376.355,NA,NA,NA,NA
"Open Space, all parks",Drive,15,Inner Core: Streetcar Suburbs,Total households,2392.738,NA,NA,NA,NA
"Open Space, all parks",Drive,15,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,2453.349,2359.337,1.04,1.334
"Open Space, all parks",Drive,15,Inner Core: Streetcar Suburbs,Minority status,NA,2437.321,2352.084,1.036,1.337
"Open Space, all parks",Drive,15,Inner Core: Streetcar Suburbs,"Income status, adult",NA,2428.667,2375.927,1.022,1.264
"Open Space, all parks",Drive,15,Inner Core: Streetcar Suburbs,Income status,NA,2422.222,2368.219,1.023,1.267
"Open Space, all parks",Drive,15,Inner Core: Streetcar Suburbs,Household vehicles,NA,2676.579,2354.564,1.137,1.609
"Open Space, all parks",Drive,30,Inner Core: Streetcar Suburbs,"Total population, adult",8759.771,NA,NA,NA,NA
"Open Space, all parks",Drive,30,Inner Core: Streetcar Suburbs,Total population,8758.191,NA,NA,NA,NA
"Open Space, all parks",Drive,30,Inner Core: Streetcar Suburbs,Total households,8740.268,NA,NA,NA,NA
"Open Space, all parks",Drive,30,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,8858.519,8724.53,1.015,1.167
"Open Space, all parks",Drive,30,Inner Core: Streetcar Suburbs,Minority status,NA,8861.961,8716.823,1.017,1.168
"Open Space, all parks",Drive,30,Inner Core: Streetcar Suburbs,"Income status, adult",NA,8762.581,8759.274,1,1.096
"Open Space, all parks",Drive,30,Inner Core: Streetcar Suburbs,Income status,NA,8760.808,8757.74,1,1.097
"Open Space, all parks",Drive,30,Inner Core: Streetcar Suburbs,Household vehicles,NA,8756.814,8738.052,1.002,1.221
"Open Space, all parks",Drive,45,Inner Core: Streetcar Suburbs,"Total population, adult",13668.049,NA,NA,NA,NA
"Open Space, all parks",Drive,45,Inner Core: Streetcar Suburbs,Total population,13665.622,NA,NA,NA,NA
"Open Space, all parks",Drive,45,Inner Core: Streetcar Suburbs,Total households,13653.149,NA,NA,NA,NA
"Open Space, all parks",Drive,45,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,13771.977,13630.929,1.01,1.094
"Open Space, all parks",Drive,45,Inner Core: Streetcar Suburbs,Minority status,NA,13772.41,13623.022,1.011,1.093
"Open Space, all parks",Drive,45,Inner Core: Streetcar Suburbs,"Income status, adult",NA,13696.888,13662.772,1.002,1.048
"Open Space, all parks",Drive,45,Inner Core: Streetcar Suburbs,Income status,NA,13687.408,13661.731,1.002,1.047
"Open Space, all parks",Drive,45,Inner Core: Streetcar Suburbs,Household vehicles,NA,13814.327,13631.428,1.013,1.116
"Open Space, all parks",Drive,60,Inner Core: Streetcar Suburbs,"Total population, adult",15940.583,NA,NA,NA,NA
"Open Space, all parks",Drive,60,Inner Core: Streetcar Suburbs,Total population,15938.339,NA,NA,NA,NA
"Open Space, all parks",Drive,60,Inner Core: Streetcar Suburbs,Total households,15941.793,NA,NA,NA,NA
"Open Space, all parks",Drive,60,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,15959.667,15933.787,1.002,1.049
"Open Space, all parks",Drive,60,Inner Core: Streetcar Suburbs,Minority status,NA,15955.938,15931.339,1.002,1.049
"Open Space, all parks",Drive,60,Inner Core: Streetcar Suburbs,"Income status, adult",NA,15958.326,15937.358,1.001,1.024
"Open Space, all parks",Drive,60,Inner Core: Streetcar Suburbs,Income status,NA,15957.307,15934.975,1.001,1.024
"Open Space, all parks",Drive,60,Inner Core: Streetcar Suburbs,Household vehicles,NA,15997.219,15934.351,1.004,1.05
"Open Space, all parks",Transit (All modes),15,Inner Core: Streetcar Suburbs,"Total population, adult",28.315,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),15,Inner Core: Streetcar Suburbs,Total population,27.927,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),15,Inner Core: Streetcar Suburbs,Total households,29.23,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),15,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,31.101,27.321,1.138,1.29
"Open Space, all parks",Transit (All modes),15,Inner Core: Streetcar Suburbs,Minority status,NA,30.301,26.982,1.123,1.273
"Open Space, all parks",Transit (All modes),15,Inner Core: Streetcar Suburbs,"Income status, adult",NA,31.944,27.653,1.155,1.426
"Open Space, all parks",Transit (All modes),15,Inner Core: Streetcar Suburbs,Income status,NA,31.913,27.218,1.172,1.383
"Open Space, all parks",Transit (All modes),15,Inner Core: Streetcar Suburbs,Household vehicles,NA,34.493,28.523,1.209,2.233
"Open Space, all parks",Transit (All modes),30,Inner Core: Streetcar Suburbs,"Total population, adult",170.301,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),30,Inner Core: Streetcar Suburbs,Total population,168.178,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),30,Inner Core: Streetcar Suburbs,Total households,175.375,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),30,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,181.939,166.153,1.095,1.404
"Open Space, all parks",Transit (All modes),30,Inner Core: Streetcar Suburbs,Minority status,NA,177.144,164.61,1.076,1.394
"Open Space, all parks",Transit (All modes),30,Inner Core: Streetcar Suburbs,"Income status, adult",NA,189.024,166.887,1.133,1.462
"Open Space, all parks",Transit (All modes),30,Inner Core: Streetcar Suburbs,Income status,NA,187.851,164.679,1.141,1.438
"Open Space, all parks",Transit (All modes),30,Inner Core: Streetcar Suburbs,Household vehicles,NA,230.265,167.992,1.371,2.324
"Open Space, all parks",Transit (All modes),45,Inner Core: Streetcar Suburbs,"Total population, adult",513.956,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),45,Inner Core: Streetcar Suburbs,Total population,507.077,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),45,Inner Core: Streetcar Suburbs,Total households,528.901,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),45,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,554.644,499.45,1.111,1.556
"Open Space, all parks",Transit (All modes),45,Inner Core: Streetcar Suburbs,Minority status,NA,537.518,494.959,1.086,1.563
"Open Space, all parks",Transit (All modes),45,Inner Core: Streetcar Suburbs,"Income status, adult",NA,569.945,503.748,1.131,1.516
"Open Space, all parks",Transit (All modes),45,Inner Core: Streetcar Suburbs,Income status,NA,563.907,496.97,1.135,1.523
"Open Space, all parks",Transit (All modes),45,Inner Core: Streetcar Suburbs,Household vehicles,NA,735.563,501.099,1.468,2.396
"Open Space, all parks",Transit (All modes),60,Inner Core: Streetcar Suburbs,"Total population, adult",1203.089,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),60,Inner Core: Streetcar Suburbs,Total population,1190.521,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),60,Inner Core: Streetcar Suburbs,Total households,1230.091,NA,NA,NA,NA
"Open Space, all parks",Transit (All modes),60,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,1275.152,1177.406,1.083,1.624
"Open Space, all parks",Transit (All modes),60,Inner Core: Streetcar Suburbs,Minority status,NA,1243.369,1169.492,1.063,1.643
"Open Space, all parks",Transit (All modes),60,Inner Core: Streetcar Suburbs,"Income status, adult",NA,1289.869,1187.279,1.086,1.518
"Open Space, all parks",Transit (All modes),60,Inner Core: Streetcar Suburbs,Income status,NA,1279.463,1174.714,1.089,1.542
"Open Space, all parks",Transit (All modes),60,Inner Core: Streetcar Suburbs,Household vehicles,NA,1607.402,1179.342,1.363,2.242
"Open Space, all parks",Transit (Bus and RT only),15,Inner Core: Streetcar Suburbs,"Total population, adult",28.315,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),15,Inner Core: Streetcar Suburbs,Total population,27.927,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),15,Inner Core: Streetcar Suburbs,Total households,29.23,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),15,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,31.101,27.321,1.138,1.29
"Open Space, all parks",Transit (Bus and RT only),15,Inner Core: Streetcar Suburbs,Minority status,NA,30.301,26.982,1.123,1.273
"Open Space, all parks",Transit (Bus and RT only),15,Inner Core: Streetcar Suburbs,"Income status, adult",NA,31.944,27.653,1.155,1.426
"Open Space, all parks",Transit (Bus and RT only),15,Inner Core: Streetcar Suburbs,Income status,NA,31.913,27.218,1.172,1.383
"Open Space, all parks",Transit (Bus and RT only),15,Inner Core: Streetcar Suburbs,Household vehicles,NA,34.493,28.523,1.209,2.233
"Open Space, all parks",Transit (Bus and RT only),30,Inner Core: Streetcar Suburbs,"Total population, adult",170.29,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),30,Inner Core: Streetcar Suburbs,Total population,168.167,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),30,Inner Core: Streetcar Suburbs,Total households,175.363,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),30,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,181.925,166.143,1.095,1.403
"Open Space, all parks",Transit (Bus and RT only),30,Inner Core: Streetcar Suburbs,Minority status,NA,177.131,164.6,1.076,1.393
"Open Space, all parks",Transit (Bus and RT only),30,Inner Core: Streetcar Suburbs,"Income status, adult",NA,189.007,166.877,1.133,1.462
"Open Space, all parks",Transit (Bus and RT only),30,Inner Core: Streetcar Suburbs,Income status,NA,187.834,164.669,1.141,1.438
"Open Space, all parks",Transit (Bus and RT only),30,Inner Core: Streetcar Suburbs,Household vehicles,NA,230.245,167.981,1.371,2.323
"Open Space, all parks",Transit (Bus and RT only),45,Inner Core: Streetcar Suburbs,"Total population, adult",511.794,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),45,Inner Core: Streetcar Suburbs,Total population,504.92,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),45,Inner Core: Streetcar Suburbs,Total households,526.773,NA,NA,NA,NA
"Open Space, all parks",Transit (Bus and RT only),45,Inner Core: Streetcar Suburbs,"Minority status, adult",NA,552.363,497.331,1.111,1.552
"Open Space, all parks",Transit (Bus and RT only),45,Inner Core: Streetcar Suburbs,Minority status,NA,535.283,492.833,1.086,1.559
"Open Space, all parks",Transit (Bus and RT only),45,Inner Core: Streetcar Suburbs,"Income status, adult",NA,567.851,501.574,1.132,1.515
"Open Space, all parks",Transit (Bus and RT only),45,Inner Core: Streetcar Suburbs,Income status,NA,561.833,494.798,1.135,1.522
