destination,mode,time,region,type,Total,EJ,Non-EJ,Ratio Aggregation Area,Ratio MPO
"Open Space, paths",Walk,15,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,0.712,0.677,1.051,1.932
"Open Space, paths",Bike,15,Inner Core: Metro Core Communities,Total population,15.551,NA,NA,NA,NA
"Open Space, paths",Bike,15,Inner Core: Metro Core Communities,Minority status,NA,13.553,17.715,0.765,1.265
"Open Space, paths",Bike,15,Inner Core: Metro Core Communities,Income status,NA,14.627,15.968,0.916,1.287
"Open Space, paths",Bike,15,Inner Core: Metro Core Communities,Household vehicles,NA,17.199,15.608,1.102,1.724
"Open Space, paths",Walk,15,Inner Core: Metro Core Communities,Total population,3.839,NA,NA,NA,NA
"Open Space, paths",Walk,15,Inner Core: Metro Core Communities,Minority status,NA,3.441,4.27,0.806,1.35
"Open Space, paths",Walk,15,Inner Core: Metro Core Communities,Income status,NA,3.988,3.773,1.057,1.48
"Open Space, paths",Walk,15,Inner Core: Metro Core Communities,Household vehicles,NA,4.525,3.669,1.233,1.932
"Open Space, paths",Bike,15,Inner Core: Streetcar Suburbs,Total population,10.535,NA,NA,NA,NA
"Open Space, paths",Bike,15,Inner Core: Streetcar Suburbs,Minority status,NA,11.254,10.249,1.098,1.265
"Open Space, paths",Bike,15,Inner Core: Streetcar Suburbs,Income status,NA,11.594,10.347,1.12,1.287
"Open Space, paths",Bike,15,Inner Core: Streetcar Suburbs,Household vehicles,NA,10.984,10.943,1.004,1.724
"Open Space, paths",Walk,15,Inner Core: Streetcar Suburbs,Total population,1.938,NA,NA,NA,NA
"Open Space, paths",Walk,15,Inner Core: Streetcar Suburbs,Minority status,NA,2.212,1.829,1.21,1.35
"Open Space, paths",Walk,15,Inner Core: Streetcar Suburbs,Income status,NA,2.361,1.863,1.267,1.48
"Open Space, paths",Walk,15,Inner Core: Streetcar Suburbs,Household vehicles,NA,2.15,2.048,1.05,1.932
"Open Space, paths",Bike,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,3.614,NA,NA,NA,NA
"Open Space, paths",Bike,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,4.54,3.374,1.346,1.265
"Open Space, paths",Bike,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,3.593,3.616,0.994,1.287
"Open Space, paths",Bike,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,3.841,3.479,1.104,1.724
"Open Space, paths",Walk,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,0.82,NA,NA,NA,NA
"Open Space, paths",Walk,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,1.066,0.756,1.41,1.35
"Open Space, paths",Walk,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,0.835,0.818,1.021,1.48
"Open Space, paths",Walk,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,0.889,0.785,1.132,1.932
"Open Space, paths",Bike,15,Maturing Suburbs: Mature Suburban Towns,Total population,2.869,NA,NA,NA,NA
"Open Space, paths",Bike,15,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,2.513,2.965,0.847,1.265
"Open Space, paths",Bike,15,Maturing Suburbs: Mature Suburban Towns,Income status,NA,2.902,2.864,1.013,1.287
"Open Space, paths",Bike,15,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,3.085,2.916,1.058,1.724
"Open Space, paths",Walk,15,Maturing Suburbs: Mature Suburban Towns,Total population,0.714,NA,NA,NA,NA
"Open Space, paths",Walk,15,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,0.618,0.74,0.836,1.35
"Open Space, paths",Walk,15,Maturing Suburbs: Mature Suburban Towns,Income status,NA,0.736,0.711,1.035,1.48
"Open Space, paths",Walk,15,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,0.816,0.727,1.122,1.932
"Open Space, paths",Bike,15,Regional Urban Centers: Sub-Regional Urban Centers,Total population,4.227,NA,NA,NA,NA
"Open Space, paths",Bike,15,Regional Urban Centers: Sub-Regional Urban Centers,Minority status,NA,4.668,4,1.167,1.265
"Open Space, paths",Bike,15,Regional Urban Centers: Sub-Regional Urban Centers,Income status,NA,4.781,4.061,1.177,1.287
"Open Space, paths",Bike,15,Regional Urban Centers: Sub-Regional Urban Centers,Household vehicles,NA,5.024,4.117,1.22,1.724
"Open Space, paths",Walk,15,Regional Urban Centers: Sub-Regional Urban Centers,Total population,1.114,NA,NA,NA,NA
"Open Space, paths",Walk,15,Regional Urban Centers: Sub-Regional Urban Centers,Minority status,NA,1.275,1.032,1.235,1.35
"Open Space, paths",Walk,15,Regional Urban Centers: Sub-Regional Urban Centers,Income status,NA,1.308,1.056,1.238,1.48
"Open Space, paths",Walk,15,Regional Urban Centers: Sub-Regional Urban Centers,Household vehicles,NA,1.395,1.089,1.281,1.932
